"대여일자","사용자코드","성별","연령대코드","신규가입자수"
"2017-04-12","회원-내국인","F","30대","101"
"2017-04-12","회원-내국인","F","20대","259"
"2017-04-11","회원-외국인관광객","M","~10대","2"
"2017-04-11","회원-외국인관광객","M","50대","1"
"2017-04-11","회원-외국인관광객","M","40대","2"
"2017-04-11","회원-외국인관광객","M","30대","2"
"2017-04-11","회원-외국인관광객","M","20대","3"
"2017-04-11","회원-외국인관광객","F","~10대","1"
"2017-04-11","회원-외국인관광객","F","60대","1"
"2017-04-11","회원-외국인관광객","F","50대","2"
"2017-04-11","회원-외국인관광객","F","30대","1"
"2017-04-11","회원-외국인관광객","F","20대","5"
"2017-04-11","회원-내국인","M","~10대","20"
"2017-04-11","회원-내국인","M","60대","4"
"2017-04-11","회원-내국인","M","50대","13"
"2017-04-11","회원-내국인","M","40대","74"
"2017-04-11","회원-내국인","M","30대","135"
"2017-04-11","회원-내국인","M","20대","225"
"2017-04-11","회원-내국인","F","~10대","16"
"2017-04-11","회원-내국인","F","70대~","2"
"2017-04-11","회원-내국인","F","60대","4"
"2017-04-11","회원-내국인","F","50대","25"
"2017-04-11","회원-내국인","F","40대","34"
"2017-04-11","회원-내국인","F","30대","111"
"2017-04-11","회원-내국인","F","20대","343"
"2017-04-10","회원-외국인관광객","M","50대","1"
"2017-04-10","회원-외국인관광객","M","40대","3"
"2017-04-10","회원-외국인관광객","M","30대","6"
"2017-04-10","회원-외국인관광객","M","20대","4"
"2017-04-10","회원-외국인관광객","F","50대","1"
"2017-04-10","회원-외국인관광객","F","40대","2"
"2017-04-10","회원-외국인관광객","F","30대","3"
"2017-04-10","회원-외국인관광객","F","20대","8"
"2017-04-10","회원-내국인","M","~10대","19"
"2017-04-10","회원-내국인","M","60대","5"
"2017-04-10","회원-내국인","M","50대","21"
"2017-04-10","회원-내국인","M","40대","66"
"2017-04-10","회원-내국인","M","30대","133"
"2017-04-10","회원-내국인","M","20대","340"
"2017-04-10","회원-내국인","F","~10대","23"
"2017-04-10","회원-내국인","F","70대~","2"
"2017-04-10","회원-내국인","F","60대","4"
"2017-04-10","회원-내국인","F","50대","27"
"2017-04-10","회원-내국인","F","40대","42"
"2017-04-10","회원-내국인","F","30대","162"
"2017-04-10","회원-내국인","F","20대","521"
"2017-04-09","회원-외국인관광객","M","~10대","1"
"2017-04-09","회원-외국인관광객","M","60대","2"
"2017-04-09","회원-외국인관광객","M","50대","2"
"2017-04-09","회원-외국인관광객","M","40대","5"
"2017-04-09","회원-외국인관광객","M","30대","5"
"2017-04-09","회원-외국인관광객","M","20대","3"
"2017-04-09","회원-외국인관광객","F","40대","2"
"2017-04-09","회원-외국인관광객","F","30대","2"
"2017-04-09","회원-외국인관광객","F","20대","8"
"2017-04-09","회원-내국인","M","~10대","33"
"2017-04-09","회원-내국인","M","70대~","3"
"2017-04-09","회원-내국인","M","60대","7"
"2017-04-09","회원-내국인","M","50대","25"
"2017-04-09","회원-내국인","M","40대","113"
"2017-04-09","회원-내국인","M","30대","237"
"2017-04-09","회원-내국인","M","20대","472"
"2017-04-09","회원-내국인","F","~10대","42"
"2017-04-09","회원-내국인","F","70대~","2"
"2017-04-09","회원-내국인","F","60대","4"
"2017-04-09","회원-내국인","F","50대","26"
"2017-04-09","회원-내국인","F","40대","82"
"2017-04-09","회원-내국인","F","30대","215"
"2017-04-09","회원-내국인","F","20대","627"
"2017-04-08","회원-외국인관광객","M","50대","1"
"2017-04-08","회원-외국인관광객","M","40대","1"
"2017-04-08","회원-외국인관광객","M","30대","7"
"2017-04-08","회원-외국인관광객","M","20대","4"
"2017-04-08","회원-외국인관광객","F","60대","1"
"2017-04-08","회원-외국인관광객","F","40대","1"
"2017-04-08","회원-외국인관광객","F","30대","5"
"2017-04-08","회원-외국인관광객","F","20대","12"
"2017-04-08","회원-내국인","M","~10대","25"
"2017-04-08","회원-내국인","M","70대~","3"
"2017-04-08","회원-내국인","M","60대","8"
"2017-04-08","회원-내국인","M","50대","22"
"2017-04-08","회원-내국인","M","40대","84"
"2017-04-08","회원-내국인","M","30대","225"
"2017-04-08","회원-내국인","M","20대","425"
"2017-04-08","회원-내국인","F","~10대","48"
"2017-04-08","회원-내국인","F","70대~","1"
"2017-04-08","회원-내국인","F","60대","5"
"2017-04-08","회원-내국인","F","50대","25"
"2017-04-08","회원-내국인","F","40대","62"
"2017-04-08","회원-내국인","F","30대","190"
"2017-04-08","회원-내국인","F","20대","566"
"2017-04-07","회원-외국인관광객","M","50대","3"
"2017-04-07","회원-외국인관광객","M","40대","3"
"2017-04-07","회원-외국인관광객","M","30대","4"
"2017-04-07","회원-외국인관광객","M","20대","10"
"2017-04-07","회원-외국인관광객","F","60대","1"
"2017-04-07","회원-외국인관광객","F","50대","1"
"2017-04-07","회원-외국인관광객","F","40대","1"
"2017-04-07","회원-외국인관광객","F","30대","1"
"2017-04-07","회원-외국인관광객","F","20대","10"
"2017-04-07","회원-내국인","M","~10대","24"
"2017-04-07","회원-내국인","M","70대~","1"
"2017-04-07","회원-내국인","M","60대","8"
"2017-04-07","회원-내국인","M","50대","17"
"2017-04-07","회원-내국인","M","40대","55"
"2017-04-07","회원-내국인","M","30대","127"
"2017-04-07","회원-내국인","M","20대","288"
"2017-04-07","회원-내국인","F","~10대","33"
"2017-04-07","회원-내국인","F","70대~","1"
"2017-04-07","회원-내국인","F","60대","8"
"2017-04-07","회원-내국인","F","50대","19"
"2017-04-07","회원-내국인","F","40대","42"
"2017-04-07","회원-내국인","F","30대","121"
"2017-04-07","회원-내국인","F","20대","450"
"2017-04-06","회원-외국인관광객","M","30대","1"
"2017-04-06","회원-외국인관광객","M","20대","3"
"2017-04-06","회원-외국인관광객","F","~10대","2"
"2017-04-06","회원-외국인관광객","F","60대","1"
"2017-04-06","회원-외국인관광객","F","50대","1"
"2017-04-06","회원-외국인관광객","F","40대","2"
"2017-04-06","회원-외국인관광객","F","20대","11"
"2017-04-06","회원-내국인","M","~10대","11"
"2017-04-06","회원-내국인","M","60대","3"
"2017-04-06","회원-내국인","M","50대","8"
"2017-04-06","회원-내국인","M","40대","33"
"2017-04-06","회원-내국인","M","30대","56"
"2017-04-06","회원-내국인","M","20대","108"
"2017-04-06","회원-내국인","F","~10대","10"
"2017-04-06","회원-내국인","F","60대","1"
"2017-04-06","회원-내국인","F","50대","2"
"2017-04-06","회원-내국인","F","40대","17"
"2017-04-06","회원-내국인","F","30대","36"
"2017-04-06","회원-내국인","F","20대","99"
"2017-04-05","회원-외국인관광객","M","50대","2"
"2017-04-05","회원-외국인관광객","M","30대","4"
"2017-04-05","회원-외국인관광객","M","20대","1"
"2017-04-05","회원-외국인관광객","F","40대","1"
"2017-04-05","회원-외국인관광객","F","30대","3"
"2017-04-05","회원-외국인관광객","F","20대","3"
"2017-04-05","회원-내국인","M","~10대","4"
"2017-04-05","회원-내국인","M","60대","2"
"2017-04-05","회원-내국인","M","50대","6"
"2017-04-05","회원-내국인","M","40대","26"
"2017-04-05","회원-내국인","M","30대","44"
"2017-04-05","회원-내국인","M","20대","37"
"2017-04-05","회원-내국인","F","~10대","1"
"2017-04-05","회원-내국인","F","50대","3"
"2017-04-05","회원-내국인","F","40대","8"
"2017-04-05","회원-내국인","F","30대","24"
"2017-04-05","회원-내국인","F","20대","45"
"2017-04-04","회원-외국인관광객","M","50대","1"
"2017-04-04","회원-외국인관광객","M","40대","1"
"2017-04-04","회원-외국인관광객","M","30대","4"
"2017-04-04","회원-외국인관광객","M","20대","7"
"2017-04-04","회원-외국인관광객","F","30대","9"
"2017-04-04","회원-외국인관광객","F","20대","8"
"2017-04-04","회원-내국인","M","~10대","8"
"2017-04-04","회원-내국인","M","70대~","2"
"2017-04-04","회원-내국인","M","60대","2"
"2017-04-04","회원-내국인","M","50대","17"
"2017-04-04","회원-내국인","M","40대","46"
"2017-04-04","회원-내국인","M","30대","109"
"2017-04-04","회원-내국인","M","20대","226"
"2017-04-04","회원-내국인","F","~10대","19"
"2017-04-04","회원-내국인","F","70대~","1"
"2017-04-04","회원-내국인","F","60대","4"
"2017-04-04","회원-내국인","F","50대","8"
"2017-04-04","회원-내국인","F","40대","34"
"2017-04-04","회원-내국인","F","30대","86"
"2017-04-04","회원-내국인","F","20대","316"
"2017-04-03","회원-외국인관광객","M","50대","1"
"2017-04-03","회원-외국인관광객","M","40대","1"
"2017-04-03","회원-외국인관광객","M","30대","9"
"2017-04-03","회원-외국인관광객","M","20대","1"
"2017-04-03","회원-외국인관광객","F","40대","1"
"2017-04-03","회원-외국인관광객","F","30대","2"
"2017-04-03","회원-외국인관광객","F","20대","13"
"2017-04-03","회원-내국인","M","~10대","13"
"2017-04-03","회원-내국인","M","70대~","1"
"2017-04-03","회원-내국인","M","60대","4"
"2017-04-03","회원-내국인","M","50대","22"
"2017-04-03","회원-내국인","M","40대","37"
"2017-04-03","회원-내국인","M","30대","78"
"2017-04-03","회원-내국인","M","20대","194"
"2017-04-03","회원-내국인","F","~10대","19"
"2017-04-03","회원-내국인","F","70대~","1"
"2017-04-03","회원-내국인","F","50대","14"
"2017-04-03","회원-내국인","F","40대","21"
"2017-04-03","회원-내국인","F","30대","93"
"2017-04-03","회원-내국인","F","20대","262"
"2017-04-02","회원-외국인관광객","M","50대","1"
"2017-04-02","회원-외국인관광객","M","40대","1"
"2017-04-02","회원-외국인관광객","M","30대","3"
"2017-04-02","회원-외국인관광객","M","20대","6"
"2017-04-02","회원-외국인관광객","F","60대","1"
"2017-04-02","회원-외국인관광객","F","40대","1"
"2017-04-02","회원-외국인관광객","F","30대","5"
"2017-04-02","회원-외국인관광객","F","20대","16"
"2017-04-02","회원-내국인","M","~10대","34"
"2017-04-02","회원-내국인","M","70대~","2"
"2017-04-02","회원-내국인","M","60대","4"
"2017-04-02","회원-내국인","M","50대","30"
"2017-04-02","회원-내국인","M","40대","107"
"2017-04-02","회원-내국인","M","30대","210"
"2017-04-02","회원-내국인","M","20대","428"
"2017-04-02","회원-내국인","F","~10대","42"
"2017-04-02","회원-내국인","F","70대~","2"
"2017-04-02","회원-내국인","F","60대","5"
"2017-04-02","회원-내국인","F","50대","19"
"2017-04-02","회원-내국인","F","40대","72"
"2017-04-02","회원-내국인","F","30대","176"
"2017-04-02","회원-내국인","F","20대","559"
"2017-04-01","회원-외국인관광객","M","60대","1"
"2017-04-01","회원-외국인관광객","M","40대","2"
"2017-04-01","회원-외국인관광객","M","30대","2"
"2017-04-01","회원-외국인관광객","M","20대","6"
"2017-04-01","회원-외국인관광객","F","50대","1"
"2017-04-01","회원-외국인관광객","F","30대","5"
"2017-04-01","회원-외국인관광객","F","20대","9"
"2017-04-01","회원-내국인","M","~10대","18"
"2017-04-01","회원-내국인","M","60대","3"
"2017-04-01","회원-내국인","M","50대","15"
"2017-04-01","회원-내국인","M","40대","69"
"2017-04-01","회원-내국인","M","30대","128"
"2017-04-01","회원-내국인","M","20대","228"
"2017-04-01","회원-내국인","F","~10대","24"
"2017-04-01","회원-내국인","F","70대~","4"
"2017-04-01","회원-내국인","F","50대","18"
"2017-04-01","회원-내국인","F","40대","57"
"2017-04-01","회원-내국인","F","30대","117"
"2017-04-01","회원-내국인","F","20대","298"
"2017-03-31","회원-외국인관광객","M","60대","1"
"2017-03-31","회원-외국인관광객","M","40대","1"
"2017-03-31","회원-외국인관광객","M","30대","1"
"2017-03-31","회원-외국인관광객","M","20대","3"
"2017-03-31","회원-외국인관광객","F","50대","1"
"2017-03-31","회원-외국인관광객","F","40대","1"
"2017-03-31","회원-외국인관광객","F","30대","1"
"2017-03-31","회원-외국인관광객","F","20대","3"
"2017-03-31","회원-내국인","M","~10대","5"
"2017-03-31","회원-내국인","M","60대","1"
"2017-03-31","회원-내국인","M","50대","10"
"2017-03-31","회원-내국인","M","40대","11"
"2017-03-31","회원-내국인","M","30대","41"
"2017-03-31","회원-내국인","M","20대","58"
"2017-03-31","회원-내국인","F","~10대","3"
"2017-03-31","회원-내국인","F","60대","2"
"2017-03-31","회원-내국인","F","50대","5"
"2017-03-31","회원-내국인","F","40대","11"
"2017-03-31","회원-내국인","F","30대","20"
"2017-03-31","회원-내국인","F","20대","68"
"2017-03-30","회원-외국인관광객","M","50대","1"
"2017-03-30","회원-외국인관광객","M","20대","6"
"2017-03-30","회원-외국인관광객","F","~10대","1"
"2017-03-30","회원-외국인관광객","F","40대","1"
"2017-03-30","회원-외국인관광객","F","20대","10"
"2017-03-30","회원-내국인","M","~10대","14"
"2017-03-30","회원-내국인","M","70대~","1"
"2017-03-30","회원-내국인","M","60대","3"
"2017-03-30","회원-내국인","M","50대","15"
"2017-03-30","회원-내국인","M","40대","46"
"2017-03-30","회원-내국인","M","30대","61"
"2017-03-30","회원-내국인","M","20대","159"
"2017-03-30","회원-내국인","F","~10대","13"
"2017-03-30","회원-내국인","F","70대~","2"
"2017-03-30","회원-내국인","F","60대","1"
"2017-03-30","회원-내국인","F","50대","10"
"2017-03-30","회원-내국인","F","40대","24"
"2017-03-30","회원-내국인","F","30대","46"
"2017-03-30","회원-내국인","F","20대","201"
"2017-03-29","회원-외국인관광객","M","60대","2"
"2017-03-29","회원-외국인관광객","M","40대","2"
"2017-03-29","회원-외국인관광객","M","30대","3"
"2017-03-29","회원-외국인관광객","M","20대","6"
"2017-03-29","회원-외국인관광객","F","50대","1"
"2017-03-29","회원-외국인관광객","F","40대","3"
"2017-03-29","회원-외국인관광객","F","30대","3"
"2017-03-29","회원-외국인관광객","F","20대","2"
"2017-03-29","회원-내국인","M","~10대","8"
"2017-03-29","회원-내국인","M","60대","4"
"2017-03-29","회원-내국인","M","50대","18"
"2017-03-29","회원-내국인","M","40대","39"
"2017-03-29","회원-내국인","M","30대","81"
"2017-03-29","회원-내국인","M","20대","130"
"2017-03-29","회원-내국인","F","~10대","8"
"2017-03-29","회원-내국인","F","70대~","2"
"2017-03-29","회원-내국인","F","60대","1"
"2017-03-29","회원-내국인","F","50대","8"
"2017-03-29","회원-내국인","F","40대","18"
"2017-03-29","회원-내국인","F","30대","55"
"2017-03-29","회원-내국인","F","20대","161"
"2017-03-28","회원-외국인관광객","M","60대","1"
"2017-03-28","회원-외국인관광객","M","30대","4"
"2017-03-28","회원-외국인관광객","M","20대","2"
"2017-03-28","회원-외국인관광객","F","60대","1"
"2017-03-28","회원-외국인관광객","F","40대","1"
"2017-03-28","회원-외국인관광객","F","30대","2"
"2017-03-28","회원-외국인관광객","F","20대","2"
"2017-03-28","회원-내국인","M","~10대","3"
"2017-03-28","회원-내국인","M","70대~","1"
"2017-03-28","회원-내국인","M","60대","3"
"2017-03-28","회원-내국인","M","50대","10"
"2017-03-28","회원-내국인","M","40대","35"
"2017-03-28","회원-내국인","M","30대","53"
"2017-03-28","회원-내국인","M","20대","95"
"2017-03-28","회원-내국인","F","~10대","11"
"2017-03-28","회원-내국인","F","70대~","1"
"2017-03-28","회원-내국인","F","50대","6"
"2017-03-28","회원-내국인","F","40대","14"
"2017-03-28","회원-내국인","F","30대","41"
"2017-03-28","회원-내국인","F","20대","129"
"2017-03-27","회원-외국인관광객","M","~10대","1"
"2017-03-27","회원-외국인관광객","M","70대~","1"
"2017-03-27","회원-외국인관광객","M","50대","1"
"2017-03-27","회원-외국인관광객","M","30대","4"
"2017-03-27","회원-외국인관광객","M","20대","2"
"2017-03-27","회원-외국인관광객","F","~10대","1"
"2017-03-27","회원-외국인관광객","F","60대","1"
"2017-03-27","회원-외국인관광객","F","50대","2"
"2017-03-27","회원-외국인관광객","F","30대","3"
"2017-03-27","회원-외국인관광객","F","20대","5"
"2017-03-27","회원-내국인","M","~10대","7"
"2017-03-27","회원-내국인","M","60대","1"
"2017-03-27","회원-내국인","M","50대","7"
"2017-03-27","회원-내국인","M","40대","29"
"2017-03-27","회원-내국인","M","30대","48"
"2017-03-27","회원-내국인","M","20대","73"
"2017-03-27","회원-내국인","F","~10대","8"
"2017-03-27","회원-내국인","F","60대","2"
"2017-03-27","회원-내국인","F","50대","7"
"2017-03-27","회원-내국인","F","40대","17"
"2017-03-27","회원-내국인","F","30대","42"
"2017-03-27","회원-내국인","F","20대","85"
"2017-03-26","회원-외국인관광객","M","40대","2"
"2017-03-26","회원-외국인관광객","M","30대","2"
"2017-03-26","회원-외국인관광객","M","20대","2"
"2017-03-26","회원-외국인관광객","F","40대","1"
"2017-03-26","회원-외국인관광객","F","30대","3"
"2017-03-26","회원-외국인관광객","F","20대","5"
"2017-03-26","회원-내국인","M","~10대","16"
"2017-03-26","회원-내국인","M","70대~","1"
"2017-03-26","회원-내국인","M","60대","4"
"2017-03-26","회원-내국인","M","50대","26"
"2017-03-26","회원-내국인","M","40대","87"
"2017-03-26","회원-내국인","M","30대","123"
"2017-03-26","회원-내국인","M","20대","194"
"2017-03-26","회원-내국인","F","~10대","21"
"2017-03-26","회원-내국인","F","70대~","1"
"2017-03-26","회원-내국인","F","60대","3"
"2017-03-26","회원-내국인","F","50대","11"
"2017-03-26","회원-내국인","F","40대","56"
"2017-03-26","회원-내국인","F","30대","88"
"2017-03-26","회원-내국인","F","20대","257"
"2017-03-25","회원-외국인관광객","M","60대","1"
"2017-03-25","회원-외국인관광객","M","50대","1"
"2017-03-25","회원-외국인관광객","M","40대","3"
"2017-03-25","회원-외국인관광객","M","30대","1"
"2017-03-25","회원-외국인관광객","M","20대","6"
"2017-03-25","회원-외국인관광객","F","50대","2"
"2017-03-25","회원-외국인관광객","F","40대","2"
"2017-03-25","회원-외국인관광객","F","30대","2"
"2017-03-25","회원-외국인관광객","F","20대","8"
"2017-03-25","회원-내국인","M","~10대","19"
"2017-03-25","회원-내국인","M","70대~","2"
"2017-03-25","회원-내국인","M","60대","3"
"2017-03-25","회원-내국인","M","50대","26"
"2017-03-25","회원-내국인","M","40대","64"
"2017-03-25","회원-내국인","M","30대","120"
"2017-03-25","회원-내국인","M","20대","201"
"2017-03-25","회원-내국인","F","~10대","15"
"2017-03-25","회원-내국인","F","70대~","2"
"2017-03-25","회원-내국인","F","60대","1"
"2017-03-25","회원-내국인","F","50대","20"
"2017-03-25","회원-내국인","F","40대","41"
"2017-03-25","회원-내국인","F","30대","82"
"2017-03-25","회원-내국인","F","20대","271"
"2017-03-24","회원-외국인관광객","M","~10대","1"
"2017-03-24","회원-외국인관광객","M","50대","1"
"2017-03-24","회원-외국인관광객","M","20대","6"
"2017-03-24","회원-외국인관광객","F","~10대","1"
"2017-03-24","회원-외국인관광객","F","40대","2"
"2017-03-24","회원-외국인관광객","F","30대","4"
"2017-03-24","회원-외국인관광객","F","20대","4"
"2017-03-24","회원-내국인","M","~10대","7"
"2017-03-24","회원-내국인","M","70대~","2"
"2017-03-24","회원-내국인","M","60대","5"
"2017-03-24","회원-내국인","M","50대","18"
"2017-03-24","회원-내국인","M","40대","30"
"2017-03-24","회원-내국인","M","30대","63"
"2017-03-24","회원-내국인","M","20대","169"
"2017-03-24","회원-내국인","F","~10대","12"
"2017-03-24","회원-내국인","F","60대","3"
"2017-03-24","회원-내국인","F","50대","5"
"2017-03-24","회원-내국인","F","40대","25"
"2017-03-24","회원-내국인","F","30대","54"
"2017-03-24","회원-내국인","F","20대","211"
"2017-03-23","회원-외국인관광객","M","50대","1"
"2017-03-23","회원-외국인관광객","M","40대","1"
"2017-03-23","회원-외국인관광객","M","30대","1"
"2017-03-23","회원-외국인관광객","M","20대","2"
"2017-03-23","회원-외국인관광객","F","~10대","1"
"2017-03-23","회원-외국인관광객","F","30대","1"
"2017-03-23","회원-외국인관광객","F","20대","2"
"2017-03-23","회원-내국인","M","~10대","4"
"2017-03-23","회원-내국인","M","70대~","1"
"2017-03-23","회원-내국인","M","60대","5"
"2017-03-23","회원-내국인","M","50대","16"
"2017-03-23","회원-내국인","M","40대","65"
"2017-03-23","회원-내국인","M","30대","75"
"2017-03-23","회원-내국인","M","20대","141"
"2017-03-23","회원-내국인","F","~10대","8"
"2017-03-23","회원-내국인","F","50대","8"
"2017-03-23","회원-내국인","F","40대","22"
"2017-03-23","회원-내국인","F","30대","69"
"2017-03-23","회원-내국인","F","20대","179"
"2017-03-22","회원-외국인관광객","M","50대","1"
"2017-03-22","회원-외국인관광객","M","40대","3"
"2017-03-22","회원-외국인관광객","M","30대","3"
"2017-03-22","회원-외국인관광객","M","20대","3"
"2017-03-22","회원-외국인관광객","F","40대","3"
"2017-03-22","회원-외국인관광객","F","30대","2"
"2017-03-22","회원-외국인관광객","F","20대","3"
"2017-03-22","회원-내국인","M","~10대","9"
"2017-03-22","회원-내국인","M","70대~","3"
"2017-03-22","회원-내국인","M","60대","4"
"2017-03-22","회원-내국인","M","50대","22"
"2017-03-22","회원-내국인","M","40대","54"
"2017-03-22","회원-내국인","M","30대","60"
"2017-03-22","회원-내국인","M","20대","119"
"2017-03-22","회원-내국인","F","~10대","11"
"2017-03-22","회원-내국인","F","60대","2"
"2017-03-22","회원-내국인","F","50대","9"
"2017-03-22","회원-내국인","F","40대","18"
"2017-03-22","회원-내국인","F","30대","62"
"2017-03-22","회원-내국인","F","20대","153"
"2017-03-21","회원-외국인관광객","M","40대","3"
"2017-03-21","회원-외국인관광객","M","30대","2"
"2017-03-21","회원-외국인관광객","M","20대","2"
"2017-03-21","회원-외국인관광객","F","~10대","1"
"2017-03-21","회원-외국인관광객","F","50대","1"
"2017-03-21","회원-외국인관광객","F","40대","1"
"2017-03-21","회원-외국인관광객","F","30대","2"
"2017-03-21","회원-외국인관광객","F","20대","4"
"2017-03-21","회원-내국인","M","~10대","4"
"2017-03-21","회원-내국인","M","70대~","2"
"2017-03-21","회원-내국인","M","60대","13"
"2017-03-21","회원-내국인","M","50대","40"
"2017-03-21","회원-내국인","M","40대","107"
"2017-03-21","회원-내국인","M","30대","88"
"2017-03-21","회원-내국인","M","20대","113"
"2017-03-21","회원-내국인","F","~10대","2"
"2017-03-21","회원-내국인","F","70대~","3"
"2017-03-21","회원-내국인","F","60대","1"
"2017-03-21","회원-내국인","F","50대","9"
"2017-03-21","회원-내국인","F","40대","43"
"2017-03-21","회원-내국인","F","30대","60"
"2017-03-21","회원-내국인","F","20대","137"
"2017-03-20","회원-외국인관광객","M","60대","1"
"2017-03-20","회원-외국인관광객","M","40대","1"
"2017-03-20","회원-외국인관광객","M","30대","4"
"2017-03-20","회원-외국인관광객","M","20대","1"
"2017-03-20","회원-외국인관광객","F","50대","1"
"2017-03-20","회원-외국인관광객","F","40대","4"
"2017-03-20","회원-외국인관광객","F","30대","4"
"2017-03-20","회원-외국인관광객","F","20대","7"
"2017-03-20","회원-내국인","M","~10대","8"
"2017-03-20","회원-내국인","M","70대~","1"
"2017-03-20","회원-내국인","M","60대","5"
"2017-03-20","회원-내국인","M","50대","31"
"2017-03-20","회원-내국인","M","40대","56"
"2017-03-20","회원-내국인","M","30대","100"
"2017-03-20","회원-내국인","M","20대","128"
"2017-03-20","회원-내국인","F","~10대","11"
"2017-03-20","회원-내국인","F","70대~","3"
"2017-03-20","회원-내국인","F","60대","2"
"2017-03-20","회원-내국인","F","50대","9"
"2017-03-20","회원-내국인","F","40대","27"
"2017-03-20","회원-내국인","F","30대","55"
"2017-03-20","회원-내국인","F","20대","166"
"2017-03-19","회원-외국인관광객","M","~10대","1"
"2017-03-19","회원-외국인관광객","M","50대","1"
"2017-03-19","회원-외국인관광객","M","40대","1"
"2017-03-19","회원-외국인관광객","M","30대","5"
"2017-03-19","회원-외국인관광객","M","20대","5"
"2017-03-19","회원-외국인관광객","F","~10대","1"
"2017-03-19","회원-외국인관광객","F","50대","1"
"2017-03-19","회원-외국인관광객","F","30대","4"
"2017-03-19","회원-외국인관광객","F","20대","12"
"2017-03-19","회원-내국인","M","~10대","24"
"2017-03-19","회원-내국인","M","70대~","2"
"2017-03-19","회원-내국인","M","60대","7"
"2017-03-19","회원-내국인","M","50대","17"
"2017-03-19","회원-내국인","M","40대","77"
"2017-03-19","회원-내국인","M","30대","173"
"2017-03-19","회원-내국인","M","20대","435"
"2017-03-19","회원-내국인","F","~10대","37"
"2017-03-19","회원-내국인","F","70대~","2"
"2017-03-19","회원-내국인","F","60대","4"
"2017-03-19","회원-내국인","F","50대","20"
"2017-03-19","회원-내국인","F","40대","62"
"2017-03-19","회원-내국인","F","30대","150"
"2017-03-19","회원-내국인","F","20대","471"
"2017-03-18","회원-외국인관광객","M","~10대","2"
"2017-03-18","회원-외국인관광객","M","50대","3"
"2017-03-18","회원-외국인관광객","M","30대","2"
"2017-03-18","회원-외국인관광객","M","20대","5"
"2017-03-18","회원-외국인관광객","F","50대","1"
"2017-03-18","회원-외국인관광객","F","30대","3"
"2017-03-18","회원-외국인관광객","F","20대","2"
"2017-03-18","회원-내국인","M","~10대","36"
"2017-03-18","회원-내국인","M","70대~","2"
"2017-03-18","회원-내국인","M","60대","5"
"2017-03-18","회원-내국인","M","50대","18"
"2017-03-18","회원-내국인","M","40대","68"
"2017-03-18","회원-내국인","M","30대","134"
"2017-03-18","회원-내국인","M","20대","326"
"2017-03-18","회원-내국인","F","~10대","36"
"2017-03-18","회원-내국인","F","70대~","3"
"2017-03-18","회원-내국인","F","60대","8"
"2017-03-18","회원-내국인","F","50대","13"
"2017-03-18","회원-내국인","F","40대","37"
"2017-03-18","회원-내국인","F","30대","108"
"2017-03-18","회원-내국인","F","20대","393"
"2017-03-17","회원-외국인관광객","M","30대","3"
"2017-03-17","회원-외국인관광객","M","20대","6"
"2017-03-17","회원-외국인관광객","F","30대","5"
"2017-03-17","회원-외국인관광객","F","20대","6"
"2017-03-17","회원-내국인","M","~10대","12"
"2017-03-17","회원-내국인","M","70대~","1"
"2017-03-17","회원-내국인","M","60대","2"
"2017-03-17","회원-내국인","M","50대","15"
"2017-03-17","회원-내국인","M","40대","37"
"2017-03-17","회원-내국인","M","30대","55"
"2017-03-17","회원-내국인","M","20대","152"
"2017-03-17","회원-내국인","F","~10대","18"
"2017-03-17","회원-내국인","F","70대~","1"
"2017-03-17","회원-내국인","F","60대","2"
"2017-03-17","회원-내국인","F","50대","7"
"2017-03-17","회원-내국인","F","40대","25"
"2017-03-17","회원-내국인","F","30대","52"
"2017-03-17","회원-내국인","F","20대","202"
"2017-03-16","회원-외국인관광객","M","70대~","4"
"2017-03-16","회원-외국인관광객","F","70대~","7"
"2017-03-16","회원-내국인","M","70대~","218"
"2017-03-16","회원-내국인","F","70대~","209"
"2017-03-15","회원-외국인관광객","M","50대","1"
"2017-03-15","회원-외국인관광객","M","40대","1"
"2017-03-15","회원-외국인관광객","M","20대","2"
"2017-03-15","회원-외국인관광객","F","30대","1"
"2017-03-15","회원-외국인관광객","F","20대","4"
"2017-03-15","회원-내국인","M","~10대","5"
"2017-03-15","회원-내국인","M","70대~","2"
"2017-03-15","회원-내국인","M","60대","3"
"2017-03-15","회원-내국인","M","50대","16"
"2017-03-15","회원-내국인","M","40대","28"
"2017-03-15","회원-내국인","M","30대","59"
"2017-03-15","회원-내국인","M","20대","92"
"2017-03-15","회원-내국인","F","~10대","7"
"2017-03-15","회원-내국인","F","60대","2"
"2017-03-15","회원-내국인","F","50대","5"
"2017-03-15","회원-내국인","F","40대","19"
"2017-03-15","회원-내국인","F","30대","40"
"2017-03-15","회원-내국인","F","20대","122"
"2017-03-14","회원-외국인관광객","M","~10대","1"
"2017-03-14","회원-외국인관광객","M","30대","1"
"2017-03-14","회원-외국인관광객","M","20대","1"
"2017-03-14","회원-외국인관광객","F","30대","1"
"2017-03-14","회원-외국인관광객","F","20대","4"
"2017-03-14","회원-내국인","M","~10대","6"
"2017-03-14","회원-내국인","M","70대~","1"
"2017-03-14","회원-내국인","M","60대","5"
"2017-03-14","회원-내국인","M","50대","14"
"2017-03-14","회원-내국인","M","40대","28"
"2017-03-14","회원-내국인","M","30대","43"
"2017-03-14","회원-내국인","M","20대","78"
